batch_id,proposal_count,entropy_domain_count,accepted_count,accepted_fraction,minimum_accepted_margin
447,262144,262144,45,0.000171661376953125,0.0005769531923753846
448,262144,262144,57,0.000217437744140625,0.00016186674162610437
449,262144,262144,53,0.000202178955078125,0.00023918922700838507
450,262144,262144,50,0.00019073486328125,4.6140254098325784e-05
451,262144,262144,51,0.000194549560546875,0.00045672659182760533
452,262144,262144,67,0.000255584716796875,0.0005519763591079752
453,262144,262144,51,0.000194549560546875,0.000831988854188781
454,262144,262144,58,0.00022125244140625,8.335667028780414e-05
455,262144,262144,66,0.00025177001953125,0.0006306097470878402
456,262144,262144,54,0.00020599365234375,0.0003130407232405652
457,262144,262144,58,0.00022125244140625,0.0001590134697271317
458,262144,262144,52,0.0001983642578125,0.0012011271988785488
459,262144,262144,52,0.0001983642578125,0.001063999991477882
460,262144,262144,62,0.00023651123046875,0.0006690720860793586
461,262144,262144,56,0.000213623046875,0.00028650595327017747
462,262144,262144,58,0.00022125244140625,8.933757983964341e-05
463,262144,262144,60,0.0002288818359375,0.0005266167604982552
464,262144,262144,62,0.00023651123046875,0.0006005233331198845
465,262144,262144,55,0.000209808349609375,0.00048254409975267976
466,262144,262144,59,0.000225067138671875,0.0004022291131411393
467,262144,262144,42,0.00016021728515625,0.0003917712736487555
468,262144,262144,60,0.0002288818359375,0.0010476115877382508
469,262144,262144,56,0.000213623046875,0.00011979170029463582
470,262144,262144,49,0.000186920166015625,0.00043987549233381884
